name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,1,1.00,0.00,17298
Drake Maye,2,QB,NE,QB2,1,2,6,3.17,1.46,23046
Ja'Marr Chase,3,WR,CIN,WR1,1,3,8,5.17,1.95,19788
Jayden Daniels,4,QB,WAS,QB3,1,2,10,5.50,3.25,22902
Lamar Jackson,5,QB,BAL,QB4,2,3,11,6.33,3.14,17233
Jaxon Smith-Njigba,6,WR,SEA,WR2,2,2,12,8.50,3.25,23070
Jahmyr Gibbs,7,RB,DET,RB1,2,5,19,9.00,5.07,22968
Puka Nacua,8,WR,LAR,WR3,2,6,15,9.17,2.79,23180
Joe Burrow,9,QB,CIN,QB5,2,2,21,9.33,6.80,19196
Bijan Robinson,10,RB,ATL,RB2,2,4,18,10.67,5.93,23133
Caleb Williams,11,QB,CHI,QB6,2,5,29,11.83,7.97,23084
Justin Herbert,12,QB,LAC,QB7,3,7,28,14.17,7.22,18635
Jalen Hurts,13,QB,PHI,QB8,3,6,29,15.17,8.13,19275
Amon-Ra St. Brown,14,WR,DET,WR4,3,11,22,15.17,4.52,19799
Patrick Mahomes II,15,QB,KC,QB9,3,11,23,16.83,4.02,16413
CeeDee Lamb,16,WR,DAL,WR5,3,14,19,16.83,2.27,19202
Justin Jefferson,17,WR,MIN,WR6,3,11,24,18.33,4.75,19236
Trevor Lawrence,18,QB,JAC,QB10,4,13,31,21.33,6.99,19780
Ashton Jeanty,19,RB,LV,RB3,4,16,29,22.33,5.41,25989
Brock Purdy,20,QB,SF,QB11,4,14,33,22.67,6.52,19797
Brock Bowers,21,TE,LV,TE1,4,8,44,22.83,13.16,22955
Malik Nabers,22,WR,NYG,WR7,4,15,34,23.33,6.24,25409
Bo Nix,23,QB,DEN,QB12,4,13,35,24.00,7.72,22910
Drake London,24,WR,ATL,WR8,4,20,30,24.17,3.76,23163
Jeremiyah Love,25,RB,ARI,RB4,4,18,39,24.67,7.30,25403
De'Von Achane,26,RB,MIA,RB5,4,23,34,27.17,3.39,23136
Jaxson Dart,27,QB,NYG,QB13,4,17,37,27.83,6.77,23160
Trey McBride,28,TE,ARI,TE2,4,12,48,29.00,15.01,22936
James Cook III,29,RB,BUF,RB6,4,19,49,31.33,9.55,22958
Omarion Hampton,30,RB,LAC,RB7,5,21,47,32.00,8.16,25395
Jonathan Taylor,31,RB,IND,RB8,5,22,42,32.50,7.07,19217
Tetairoa McMillan,32,WR,CAR,WR9,5,24,41,32.67,6.02,25417
Dak Prescott,33,QB,DAL,QB14,5,16,57,33.17,17.18,15600
Nico Collins,34,WR,HOU,WR10,5,30,37,34.33,2.81,20130
Emeka Egbuka,35,WR,TB,WR11,5,27,50,34.83,7.43,23062
George Pickens,36,WR,DAL,WR12,5,23,43,36.33,6.42,22963
Chris Olave,37,WR,NO,WR13,5,30,43,37.00,3.87,20111
Jordan Love,38,QB,GB,QB15,5,20,61,39.00,13.54,19246
Carnell Tate,39,WR,TEN,WR14,5,29,49,41.67,6.16,26009
Kenneth Walker III,40,RB,KC,RB9,5,33,66,42.50,10.89,23021
Ladd McConkey,41,WR,LAC,WR15,5,32,56,44.67,7.89,26122
Colston Loveland,42,TE,CHI,TE3,5,22,65,45.00,15.45,26006
DeVonta Smith,43,WR,PHI,WR16,5,31,57,45.00,8.27,19222
Garrett Wilson,44,WR,NYJ,WR17,5,36,59,45.50,7.18,23072
Zay Flowers,45,WR,BAL,WR18,6,34,77,46.33,14.22,22916
Jared Goff,46,QB,DET,QB16,6,25,72,46.50,16.37,15501
Rashee Rice,47,WR,KC,WR19,6,37,59,48.50,7.93,23113
Chase Brown,48,RB,CIN,RB10,6,36,63,50.33,8.03,25324
Baker Mayfield,49,QB,TB,QB17,6,39,64,53.17,7.47,17237
Tyler Warren,50,TE,IND,TE4,6,39,79,55.00,12.87,26434
Jordyn Tyson,51,WR,NO,WR20,6,44,92,55.17,16.87,26035
Breece Hall,52,RB,NYJ,RB11,6,45,72,55.67,10.37,22982
Luther Burden III,53,WR,CHI,WR21,6,34,82,55.83,18.52,27016
A.J. Brown,54,WR,NE,WR22,6,35,79,57.67,15.29,18218
Jaylen Waddle,55,WR,DEN,WR23,6,45,76,57.67,9.72,19790
Tyler Shough,56,QB,NO,QB18,6,20,80,58.50,19.16,23096
Tee Higgins,57,WR,CIN,WR24,6,42,90,58.50,16.17,19211
Christian McCaffrey,58,RB,SF,RB12,6,40,71,59.83,10.57,16393
Cam Ward,59,QB,TEN,QB19,7,25,87,62.83,19.62,24755
Saquon Barkley,60,RB,PHI,RB13,7,53,67,62.83,4.91,17240
Makai Lemon,61,WR,PHI,WR25,7,45,85,63.17,16.22,25420
Rome Odunze,62,WR,CHI,WR26,7,57,75,63.67,6.21,25411
Fernando Mendoza,63,QB,LV,QB20,7,52,87,64.00,12.74,28013
Marvin Harrison Jr.,64,WR,ARI,WR27,7,55,77,64.33,8.40,23064
C.J. Stroud,65,QB,HOU,QB21,7,38,86,66.17,16.67,23071
