name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.03,0.17,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,7,2.78,1.25,17233
Drake Maye,3,QB,NE,QB3,1,2,18,3.60,2.17,23046
Joe Burrow,4,QB,CIN,QB4,1,2,18,4.98,2.58,19196
Jayden Daniels,5,QB,WAS,QB5,2,2,29,6.90,4.88,22902
Ja'Marr Chase,6,WR,CIN,WR1,2,4,14,7.21,2.30,19788
Jalen Hurts,7,QB,PHI,QB6,2,3,17,7.25,3.24,19275
Caleb Williams,8,QB,CHI,QB7,2,2,19,10.00,4.62,23084
Jahmyr Gibbs,9,RB,DET,RB1,2,2,15,10.58,2.34,22968
Puka Nacua,10,WR,LAR,WR2,2,6,21,11.15,2.90,23180
Justin Herbert,11,QB,LAC,QB8,2,4,30,11.65,5.72,18635
Bijan Robinson,12,RB,ATL,RB2,2,3,37,11.89,3.24,23133
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,41,13.23,3.97,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,11,24,13.97,2.61,19799
Trevor Lawrence,15,QB,JAC,QB9,3,4,29,14.73,5.69,19780
Dak Prescott,16,QB,DAL,QB10,3,4,32,15.37,5.89,15600
Christian McCaffrey,17,RB,SF,RB3,3,13,46,20.78,8.60,16393
CeeDee Lamb,18,WR,DAL,WR5,3,12,43,20.85,4.34,19202
Justin Jefferson,19,WR,MIN,WR6,3,11,47,21.40,4.46,19236
Brock Purdy,20,QB,SF,QB11,4,8,55,22.41,7.42,19797
Jaxson Dart,21,QB,NYG,QB12,4,7,55,24.33,9.41,23160
Drake London,22,WR,ATL,WR7,4,20,47,25.22,5.10,23163
Bo Nix,23,QB,DEN,QB13,4,9,55,25.34,7.45,22910
Jonathan Taylor,24,RB,IND,RB4,4,15,48,25.65,9.01,19217
Patrick Mahomes II,25,QB,KC,QB14,4,9,50,26.44,7.93,16413
A.J. Brown,26,WR,NE,WR8,4,14,51,27.13,6.71,18218
Matthew Stafford,27,QB,LAR,QB15,4,7,55,30.56,10.22,9451
Nico Collins,28,WR,HOU,WR9,4,23,54,30.75,6.21,20130
Ashton Jeanty,29,RB,LV,RB5,4,15,58,31.95,8.44,25989
Jared Goff,30,QB,DET,QB16,4,8,54,32.13,8.31,15501
Chase Brown,31,RB,CIN,RB6,4,15,54,32.45,7.87,25324
James Cook III,32,RB,BUF,RB7,4,15,52,32.82,10.52,22958
Chris Olave,33,WR,NO,WR10,5,23,58,33.66,8.25,20111
Brock Bowers,34,TE,LV,TE1,5,21,51,33.87,4.93,22955
George Pickens,35,WR,DAL,WR11,5,23,62,35.59,7.72,22963
De'Von Achane,36,RB,MIA,RB8,5,13,58,37.12,9.07,23136
Trey McBride,37,TE,ARI,TE2,5,31,60,37.39,5.35,22936
Kyler Murray,38,QB,MIN,QB17,5,7,64,37.70,11.69,18600
Rashee Rice,39,WR,KC,WR12,5,23,65,38.53,10.03,23113
DeVonta Smith,40,WR,PHI,WR13,5,23,63,40.35,8.36,19222
Malik Nabers,41,WR,NYG,WR14,5,21,75,41.26,11.33,25409
Omarion Hampton,42,RB,LAC,RB9,5,22,61,41.63,7.46,25395
Saquon Barkley,43,RB,PHI,RB10,5,15,65,41.90,7.88,17240
Kenneth Walker III,44,RB,KC,RB11,5,25,81,44.66,10.14,23021
Baker Mayfield,45,QB,TB,QB18,5,16,60,45.13,10.11,17237
Jordan Love,46,QB,GB,QB19,5,18,60,45.31,10.12,19246
Zay Flowers,47,WR,BAL,WR15,5,27,68,46.72,8.79,22916
Garrett Wilson,48,WR,NYJ,WR16,5,28,63,46.87,8.05,23072
Tyler Shough,49,QB,NO,QB20,6,17,66,48.95,11.15,23096
Tetairoa McMillan,50,WR,CAR,WR17,6,28,74,50.43,8.18,25417
Jaylen Waddle,51,WR,DEN,WR18,6,34,73,52.78,8.24,19790
Ladd McConkey,52,WR,LAC,WR19,6,28,72,53.04,8.05,26122
Tee Higgins,53,WR,CIN,WR20,6,35,73,53.94,8.21,19211
Malik Willis,54,QB,MIA,QB21,6,19,94,54.09,13.76,23499
Colston Loveland,55,TE,CHI,TE3,6,39,106,55.12,16.10,26006
Derrick Henry,56,RB,BAL,RB12,6,27,77,55.71,10.32,15514
Emeka Egbuka,57,WR,TB,WR21,6,35,84,57.99,8.93,23062
Breece Hall,58,RB,NYJ,RB13,6,46,79,58.07,8.33,22982
