name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,3,1.30,0.56,17298
Drake Maye,2,QB,NE,QB2,1,1,7,2.35,1.31,23046
Jayden Daniels,3,QB,WAS,QB3,1,3,11,4.90,2.91,22902
Lamar Jackson,4,QB,BAL,QB4,1,3,12,5.10,2.32,17233
Ja'Marr Chase,5,WR,CIN,WR1,1,1,8,6.20,2.09,19788
Joe Burrow,6,QB,CIN,QB5,2,3,21,8.35,5.30,19196
Jaxon Smith-Njigba,7,WR,SEA,WR2,2,2,15,9.15,2.73,23070
Caleb Williams,8,QB,CHI,QB6,2,4,36,9.30,6.68,23084
Puka Nacua,9,WR,LAR,WR3,2,5,18,10.00,3.38,23180
Bijan Robinson,10,RB,ATL,RB1,2,4,19,11.15,5.00,23133
Jahmyr Gibbs,11,RB,DET,RB2,2,5,19,12.55,4.81,22968
Justin Herbert,12,QB,LAC,QB7,2,6,28,12.65,6.94,18635
Patrick Mahomes II,13,QB,KC,QB8,3,7,24,13.70,4.58,16413
Jalen Hurts,14,QB,PHI,QB9,3,5,29,15.75,6.34,19275
Amon-Ra St. Brown,15,WR,DET,WR4,3,9,26,16.70,4.66,19799
Justin Jefferson,16,WR,MIN,WR5,3,10,26,16.85,4.38,19236
Trevor Lawrence,17,QB,JAC,QB10,3,12,43,18.50,7.75,19780
Ashton Jeanty,18,RB,LV,RB3,3,12,27,20.30,4.44,25989
CeeDee Lamb,19,WR,DAL,WR6,3,14,32,20.55,4.94,19202
Malik Nabers,20,WR,NYG,WR7,3,10,35,21.50,6.74,25409
Brock Purdy,21,QB,SF,QB11,4,14,47,23.15,9.52,19797
Drake London,22,WR,ATL,WR8,4,15,29,23.70,3.99,23163
Jaxson Dart,23,QB,NYG,QB12,4,13,51,23.85,10.68,23160
Jeremiyah Love,24,RB,ARI,RB4,4,16,33,25.00,4.71,25403
Bo Nix,25,QB,DEN,QB13,4,14,61,25.95,11.94,22910
De'Von Achane,26,RB,MIA,RB5,4,21,38,26.95,4.30,23136
Omarion Hampton,27,RB,LAC,RB6,4,19,36,28.15,5.28,25395
Brock Bowers,28,TE,LV,TE1,4,11,44,29.50,9.75,22955
Tetairoa McMillan,29,WR,CAR,WR9,4,22,39,30.25,4.12,25417
Dak Prescott,30,QB,DAL,QB14,4,17,56,31.25,12.05,15600
James Cook III,31,RB,BUF,RB7,4,23,43,32.50,4.43,22958
Jordan Love,32,QB,GB,QB15,5,20,67,33.85,14.27,19246
Nico Collins,33,WR,HOU,WR10,5,22,42,34.20,4.76,20130
Jonathan Taylor,34,RB,IND,RB8,5,23,50,34.20,6.82,19217
Emeka Egbuka,35,WR,TB,WR11,5,28,57,35.90,7.03,23062
George Pickens,36,WR,DAL,WR12,5,25,58,36.30,7.54,22963
Trey McBride,37,TE,ARI,TE2,5,16,59,37.45,11.56,22936
Chris Olave,38,WR,NO,WR13,5,34,49,39.80,3.97,20111
Carnell Tate,39,WR,TEN,WR14,5,30,55,40.65,6.89,26009
Kenneth Walker III,40,RB,KC,RB9,5,31,63,41.75,7.67,23021
Garrett Wilson,41,WR,NYJ,WR15,5,26,53,42.35,5.98,23072
Ladd McConkey,42,WR,LAC,WR16,5,33,55,43.20,5.58,26122
Breece Hall,43,RB,NYJ,RB10,5,30,65,47.00,9.03,22982
Luther Burden III,44,WR,CHI,WR17,5,36,66,47.50,8.08,27016
A.J. Brown,45,WR,NE,WR18,5,33,66,48.30,8.64,18218
DeVonta Smith,46,WR,PHI,WR19,6,35,60,48.75,6.74,19222
Colston Loveland,47,TE,CHI,TE3,6,22,68,49.95,12.24,26006
Zay Flowers,48,WR,BAL,WR20,6,35,77,50.10,9.38,22916
Jordyn Tyson,49,WR,NO,WR21,6,36,77,50.60,8.56,26035
