name,Rank,source_rank,position,source_position,team,source_player_id,games_played,rush_attempts,rush_yards,rush_average,rush_touchdowns,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
D'Andre Swift,17,17,RB,RB,CHI,2871710,17,247,1081,4.4,9,47,35,316,18.6,9,1,1,180,10.6,2026
Bucky Irving,18,18,RB,RB,TB,26693770,17,264,1025,3.9,6,51,44,401,23.6,9.1,3,1,179,10.5,2026
Jeremiyah Love,19,19,RB,RB,ARI,29133405,17,214,1013,4.7,8,54,42,352,20.7,8.4,2,3,173,10.2,2026
Javonte Williams,20,20,RB,RB,DAL,2961719,17,234,1089,4.7,10,42,29,140,8.2,4.8,1,2,169,9.9,2026
Travis Etienne,21,21,RB,RB,NO,2809206,17,230,908,4,5,64,46,351,20.6,7.6,5,1,168,9.9,2026
Bhayshul Tuten,22,22,RB,RB,JAC,26732838,17,224,884,4,11,22,16,127,7.5,7.9,3,3,164,9.6,2026
David Montgomery,23,23,RB,RB,HOU,2261252,17,263,1014,3.9,9,31,27,211,12.4,7.8,0,2,155,9.1,2026
Jadarian Price,24,24,RB,RB,SEA,28875230,17,228,978,4.3,8,27,20,222,13.1,11.1,1,3,152,8.9,2026
TreVeyon Henderson,25,26,RB,RB,NE,26699547,17,194,948,4.9,8,41,34,208,12.2,6.1,1,1,151,8.9,2026
Quinshon Judkins,26,25,RB,RB,CLE,28878286,17,272,944,3.5,9,43,31,217,12.8,7,0,1,151,8.9,2026
R. Harvey,27,27,RB,RB,DEN,3121207,17,164,583,3.6,6,59,47,347,20.4,7.4,5,1,141,8.3,2026
Tony Pollard,28,28,RB,RB,TEN,2184011,17,227,993,4.4,7,43,34,215,12.6,6.3,0,3,139,8.2,2026
Rhamondre Stevenson,29,29,RB,RB,NE,3125832,17,174,744,4.3,7,41,34,334,19.6,9.8,2,3,138,8.1,2026
J.K. Dobbins,30,30,RB,RB,DEN,2804420,17,236,1081,4.6,6,25,20,75,4.4,3.8,0,1,137,8.1,2026
Jaylen Warren,31,31,RB,RB,PIT,3126535,17,194,835,4.3,5,46,39,316,18.6,8.1,2,1,137,8.1,2026
Chuba Hubbard,32,32,RB,RB,CAR,2865693,17,196,817,4.2,6,42,32,209,12.3,6.5,3,2,136,8,2026
Rico Dowdle,33,33,RB,RB,PIT,2252798,17,190,832,4.4,7,46,35,252,14.8,7.2,1,1,135,7.9,2026
Jonathon Brooks,34,35,RB,RB,CAR,26730706,17,217,855,3.9,6,26,21,183,10.8,8.7,1,2,126,7.4,2026
Jordan Mason,35,34,RB,RB,MIN,2967536,17,195,906,4.7,7,21,18,82,4.8,4.6,0,1,126,7.4,2026
Jacory Croskey-Merritt,36,36,RB,RB,WAS,3126952,17,180,860,4.8,8,13,9,71,4.2,7.9,0,2,125,7.4,2026
Kenneth Gainwell,37,37,RB,RB,TB,2968948,17,123,534,4.3,4,71,60,439,25.8,7.3,2,1,115,6.8,2026
Kyle Monangai,38,38,RB,RB,CHI,3177368,17,205,824,4,5,36,23,202,11.9,8.8,0,1,113,6.6,2026
Rachaad White,39,39,RB,RB,WAS,3169147,17,145,711,4.9,6,28,25,167,9.8,6.7,1,1,110,6.5,2026
Chris Rodriguez Jr.,40,40,RB,RB,JAC,2964667,17,177,690,3.9,8,3,2,23,1.4,11.5,0,1,108,6.4,2026
Aaron Jones,41,41,RB,RB,MIN,2071937,17,157,662,4.2,3,53,38,290,17.1,7.6,2,1,105,6.2,2026
Blake Corum,42,42,RB,RB,LAR,3169252,17,162,822,5.1,5,8,6,35,2.1,5.8,0,1,102,6,2026
Tyrone Tracy Jr.,43,43,RB,RB,NYG,2963637,17,143,612,4.3,3,42,31,249,14.6,8,2,1,97,5.7,2026
Alvin Kamara,44,44,RB,RB,NO,2082721,17,146,549,3.8,4,44,36,262,15.4,7.3,1,1,93,5.5,2026
Woody Marks,45,45,RB,RB,HOU,3171045,17,150,561,3.7,3,32,21,177,10.4,8.4,3,1,93,5.5,2026
Zach Charbonnet,46,46,RB,RB,SEA,3123810,17,127,507,4,7,25,20,161,9.5,8.1,0,1,88,5.2,2026
Kaelon Black,47,47,RB,RB,SF,3162599,17,152,593,3.9,5,17,13,128,7.5,9.9,1,2,87,5.1,2026
Tank Bigsby,48,48,RB,RB,PHI,3162021,17,126,648,5.1,5,6,4,35,2.1,8.8,0,1,85,5,2026
Jordan James,49,50,RB,RB,SF,28916212,17,125,493,3.9,4,31,24,233,13.7,9.7,1,2,82,4.8,2026
Isiah Pacheco,50,49,RB,RB,DET,2966551,17,147,616,4.2,3,35,26,155,9.1,6,1,1,82,4.8,2026
Tyjae Spears,51,51,RB,RB,TEN,3122588,17,93,348,3.7,4,56,50,328,19.3,6.6,1,1,79,4.6,2026
Brian Robinson Jr.,52,52,RB,RB,ATL,2741207,17,125,569,4.6,5,6,5,27,1.6,5.4,0,1,78,4.6,2026
Malik Davis,53,53,RB,RB,DAL,2773009,17,115,554,4.8,4,17,9,75,4.4,8.3,0,0,74,4.4,2026
James Conner,54,54,RB,RB,ARI,2071585,17,85,307,3.6,3,42,36,262,15.4,7.3,2,0,70,4.1,2026
Justice Hill,55,55,RB,RB,BAL,2250388,17,64,325,5.1,3,37,30,253,14.9,8.4,2,0,70,4.1,2026
Tyler Allgeier,56,56,RB,RB,ARI,2975590,17,126,465,3.7,5,17,16,91,5.4,5.7,0,1,70,4.1,2026
Braelon Allen,57,58,RB,RB,NYJ,26726580,17,112,435,3.9,5,19,13,98,5.8,7.5,1,3,69,4.1,2026
Emari Demercado,58,57,RB,RB,KC,2964372,17,100,598,6,2,25,17,130,7.6,7.7,1,3,69,4.1,2026
Adam Randall,59,59,RB,RB,BAL,28878514,17,81,442,5.5,3,21,16,175,10.3,10.9,1,1,68,4,2026
Dylan Sampson,60,60,RB,RB,CLE,28912068,17,103,280,2.7,2,44,36,314,18.5,8.7,3,2,67,3.9,2026
A. Dillon,61,62,RB,RB,CAR,2867083,17,127,538,4.2,3,18,16,136,8,8.5,1,5,66,3.9,2026
Emanuel Wilson,62,61,RB,RB,SEA,29104952,17,128,532,4.2,3,17,14,94,5.5,6.7,0,1,66,3.9,2026
T. Johnson,63,63,RB,RB,BUF,2179323,17,52,224,4.3,2,33,24,280,16.5,11.7,3,0,64,3.8,2026
Mike Washington Jr.,64,64,RB,RB,LV,26693539,17,113,397,3.5,3,30,23,195,11.5,8.5,1,2,64,3.8,2026
Christopher Brooks,65,65,RB,RB,GB,2962350,17,123,548,4.5,2,19,15,104,6.1,6.9,0,1,61,3.6,2026
Samaje Perine,66,66,RB,RB,CIN,2131148,17,96,443,4.6,4,22,17,132,7.8,7.8,0,3,59,3.5,2026
Jawhar Jordan,67,67,RB,RB,HOU,3121704,17,90,383,4.3,2,27,22,172,10.1,7.8,1,1,56,3.3,2026
Keaton Mitchell,68,68,RB,RB,LAC,3164710,17,108,496,4.6,2,14,11,72,4.2,6.6,0,1,54,3.2,2026
Kimani Vidal,69,69,RB,RB,LAC,3163421,17,87,349,4,2,22,16,146,8.6,9.1,1,0,51,3,2026
Jaylen Wright,70,70,RB,RB,MIA,26698774,17,104,383,3.7,2,12,7,48,2.8,6.9,0,2,39,2.3,2026
Kyle Juszczyk,71,71,RB,FB,SF,1683145,17,4,2,0.5,0,33,27,256,15.1,9.5,2,0,30,1.8,2026
Brashard Smith,72,72,RB,RB,KC,26694196,17,50,179,3.6,1,30,21,142,8.4,6.8,1,0,28,1.6,2026
Sean Tucker,73,73,RB,RB,TB,3168416,17,34,145,4.3,3,1,1,6,0.4,6,0,0,24,1.4,2026
Devin Neal,74,75,RB,RB,NO,26703005,17,45,180,4,2,7,5,35,2.1,7,0,0,23,1.4,2026
Roschon Johnson,75,74,RB,RB,CHI,3121395,17,34,115,3.4,3,3,3,17,1,5.7,0,0,23,1.4,2026
Frank Gore Jr.,76,76,RB,RB,BUF,3172189,17,37,174,4.7,2,4,3,26,1.5,8.7,0,0,23,1.4,2026
LeQuint Allen,77,77,RB,RB,JAC,28877884,17,56,217,3.9,1,9,9,50,2.9,5.6,0,0,20,1.2,2026
Phil Mafah,78,80,RB,RB,DAL,26695049,17,32,142,4.4,2,5,4,34,2,8.5,0,0,19,1.1,2026
Jerome Ford,79,79,RB,RB,WAS,2966543,17,35,194,5.5,1,10,8,46,2.7,5.8,0,0,19,1.1,2026
Seth McGowan,80,78,RB,RB,IND,3161581,17,32,142,4.4,2,3,2,25,1.5,12.5,0,0,19,1.1,2026
Isaiah Davis,81,81,RB,RB,NYJ,26718641,17,31,171,5.5,1,9,7,61,3.6,8.7,0,0,18,1.1,2026
Kaytron Allen,82,82,RB,RB,WAS,28875485,17,35,171,4.9,1,3,2,22,1.3,11,0,0,17,1,2026
Austin Ekeler,83,84,RB,RB,WAS,2820090,17,35,150,4.3,1,8,6,61,3.6,10.2,0,0,14,0.8,2026
T. Chandler,84,85,RB,RB,NO,2867472,17,51,138,2.7,1,14,12,58,3.4,4.8,0,0,14,0.8,2026
Jam Miller,85,83,RB,RB,NE,28875653,17,34,156,4.6,1,3,2,25,1.5,12.5,0,0,14,0.8,2026
Isaac Guerendo,86,86,RB,RB,SF,2964154,17,33,160,4.9,1,4,4,37,2.2,9.3,0,0,14,0.8,2026
Michael Burton,87,87,RB,FB,CLE,1759407,17,9,9,1,1,8,6,38,2.2,6.3,1,0,13,0.8,2026
Andrew Beck,88,89,RB,FB,NYJ,2131774,17,1,8,8,0,7,5,35,2.1,7,2,0,13,0.8,2026
Dameon Pierce,89,88,RB,RB,PHI,2964236,17,35,161,4.6,1,1,0,0,0,0,0,0,13,0.8,2026
Jeremy McNichols,90,92,RB,RB,WAS,2139987,17,17,88,5.2,1,9,7,53,3.1,7.6,0,0,12,0.7,2026
Jarquez Hunter,91,100,RB,RB,LAR,26700820,17,33,148,4.5,1,2,1,14,0.8,14,0,0,12,0.7,2026
Audric Estime,92,95,RB,RB,NO,26713577,17,30,122,4.1,1,3,3,24,1.4,8,0,0,12,0.7,2026
Najee Harris,93,97,RB,RB,LAC,2741200,17,28,126,4.5,1,3,2,18,1.1,9,0,0,12,0.7,2026
Salvon Ahmed,94,93,RB,RB,CHI,2815163,17,35,152,4.3,1,2,1,12,0.7,12,0,0,12,0.7,2026
Carlos Washington Jr.,95,94,RB,RB,MIA,2867377,17,31,130,4.2,1,3,2,19,1.1,9.5,0,0,12,0.7,2026
Emmett Johnson,96,99,RB,RB,KC,28877097,17,30,126,4.2,1,3,2,23,1.4,11.5,0,0,12,0.7,2026
Jonah Coleman,97,91,RB,RB,DEN,28877250,17,32,134,4.2,1,3,3,23,1.4,7.7,0,0,12,0.7,2026
MarShawn Lloyd,98,90,RB,RB,GB,3162514,17,34,137,4,1,2,1,12,0.7,12,0,0,12,0.7,2026
Israel Abanikanda,99,96,RB,RB,DAL,3163291,17,32,146,4.6,1,2,1,14,0.8,14,0,0,12,0.7,2026
Deuce Vaughn,100,98,RB,RB,DEN,3168666,17,32,143,4.5,1,2,1,9,0.5,9,0,0,12,0.7,2026
