name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Brock Wright,40,40,TE,TE,DET,2807423,17,51,34,302,17.8,8.9,4,0,45,2.6,2026
Daniel Bellinger,41,41,TE,TE,TEN,2963615,17,35,26,332,19.5,12.8,3,0,42,2.5,2026
Josh Oliver,42,44,TE,TE,MIN,2184618,17,28,22,243,14.3,11.1,4,0,40,2.4,2026
Will Kacmarek,43,43,TE,TE,MIA,26717403,17,52,35,327,19.2,9.3,3,1,40,2.4,2026
Darnell Washington,44,42,TE,TE,PIT,3163963,17,49,35,383,22.5,10.9,2,1,40,2.4,2026
Noah Fant,45,45,TE,TE,NO,2251095,17,54,44,423,24.9,9.6,2,3,39,2.3,2026
Marlin Klein,46,47,TE,TE,HOU,28927889,17,51,35,367,21.6,10.5,2,1,39,2.3,2026
Michael Mayer,47,46,TE,TE,LV,3171673,17,59,41,345,20.3,8.4,2,0,39,2.3,2026
Davis Allen,48,48,TE,TE,LAR,3123267,17,38,26,241,14.2,9.3,3,0,34,2,2026
Ben Sims,49,50,TE,TE,MIA,2964709,17,53,32,304,17.9,9.5,2,0,33,1.9,2026
Erick All,50,49,TE,TE,CIN,3121555,17,43,35,302,17.8,8.6,2,0,33,1.9,2026
Eli Stowers,51,51,TE,TE,PHI,26696120,17,45,31,322,18.9,10.4,2,1,32,1.9,2026
Austin Hooper,52,53,TE,TE,ATL,2067004,17,34,25,283,16.6,11.3,2,0,31,1.8,2026
Adam Trautman,53,52,TE,TE,DEN,2182228,17,36,27,282,16.6,10.4,2,0,31,1.8,2026
Luke Musgrave,54,54,TE,TE,GB,3129283,17,35,26,265,15.6,10.2,2,0,30,1.8,2026
Grant Calcaterra,55,56,TE,TE,PHI,2804129,17,30,22,230,13.5,10.5,2,0,27,1.6,2026
Cole Kmet,56,55,TE,TE,CHI,2868619,17,32,22,229,13.5,10.4,2,0,27,1.6,2026
Nate Boerkircher,57,57,TE,TE,JAC,3162867,17,32,22,240,14.1,10.9,2,1,26,1.5,2026
Eli Raridon,58,58,TE,TE,NE,28924611,17,32,22,235,13.8,10.7,2,1,25,1.5,2026
Jeremy Ruckert,59,59,TE,TE,NYJ,2965446,17,36,27,196,11.5,7.3,2,0,24,1.4,2026
Tommy Tremble,60,60,TE,TE,CAR,2969027,17,30,23,202,11.9,8.8,2,0,24,1.4,2026
John Bates,61,61,TE,TE,WAS,2257291,17,31,20,204,12,10.2,2,1,23,1.4,2026
Connor Heyward,62,62,TE,FB,LV,2867599,17,19,15,102,6,6.8,2,0,23,1.4,2026
Nate Adkins,63,63,TE,TE,DEN,2977285,17,23,16,108,6.4,6.8,3,0,22,1.3,2026
Charlie Woerner,64,64,TE,TE,ATL,2248629,17,32,25,222,13.1,8.9,1,0,21,1.2,2026
Mitchell Evans,65,66,TE,TE,CAR,26693662,17,22,16,143,8.4,8.9,2,0,18,1.1,2026
Ja'Tavion Sanders,66,65,TE,TE,CAR,26731381,17,30,25,192,11.3,7.7,1,0,18,1.1,2026
Foster Moreau,67,67,TE,TE,HOU,2180634,17,15,11,132,7.8,12,2,0,17,1,2026
Elijah Higgins,68,69,TE,TE,ARI,3122914,17,28,23,210,12.4,9.1,1,1,17,1,2026
Jackson Hawes,69,70,TE,TE,BUF,3135324,17,12,10,120,7.1,12,2,0,17,1,2026
Ben Sinnott,70,68,TE,TE,WAS,3168647,17,13,11,122,7.2,11.1,2,0,17,1,2026
Nick Vannett,71,73,TE,TE,SEA,1871322,17,12,10,95,5.6,9.5,2,0,16,0.9,2026
Hunter Long,72,72,TE,TE,JAC,2867428,17,14,10,90,5.3,9,2,0,16,0.9,2026
Devin Culp,73,71,TE,TE,TB,2967413,17,14,11,118,6.9,10.7,2,0,16,0.9,2026
Noah Gray,74,74,TE,TE,KC,2866903,17,23,15,139,8.2,9.3,1,0,12,0.7,2026
Cade Stover,75,75,TE,TE,HOU,3125978,17,21,15,128,7.5,8.5,1,0,12,0.7,2026
Jack Endries,76,78,TE,TE,CIN,28916552,17,16,13,123,7.2,9.5,1,0,11,0.6,2026
Max Klare,77,80,TE,TE,LAR,28921209,17,15,12,127,7.5,10.6,1,0,11,0.6,2026
Will Mallory,78,76,TE,TE,IND,2962073,17,13,11,125,7.4,11.4,1,0,11,0.6,2026
Zack Kuntz,79,79,TE,TE,DAL,2963243,17,16,12,128,7.5,10.7,1,0,11,0.6,2026
Luke Schoonmaker,80,77,TE,TE,DAL,2968473,17,23,15,133,7.8,8.9,1,0,11,0.6,2026
Zach Ertz,81,81,TE,TE,WAS,1685963,17,13,9,96,5.6,10.7,1,0,10,0.6,2026
Donald Parham Jr.,82,87,TE,TE,PIT,2183713,17,13,10,95,5.6,9.5,1,0,10,0.6,2026
Ian Thomas,83,96,TE,TE,LV,2253359,17,10,10,87,5.1,8.7,1,0,10,0.6,2026
Tanner Conner,84,88,TE,TE,NYG,2260697,17,16,10,113,6.6,11.3,1,0,10,0.6,2026
Seydou Traore,85,84,TE,TE,MIA,26696643,17,12,9,88,5.2,9.8,1,0,10,0.6,2026
Thomas Fidone II,86,97,TE,TE,NYG,26699695,17,13,10,101,5.9,10.1,1,0,10,0.6,2026
Elijah Arroyo,87,100,TE,TE,SEA,26700496,17,18,10,116,6.8,11.6,1,0,10,0.6,2026
Josh Cuevas,88,93,TE,TE,BAL,26706410,17,11,8,97,5.7,12.1,1,0,10,0.6,2026
Anthony Firkser,89,91,TE,TE,DET,2818971,17,15,12,103,6.1,8.6,1,0,10,0.6,2026
Jake Tonges,90,86,TE,TE,SF,2870660,17,16,12,102,6,8.5,1,0,10,0.6,2026
Oscar Delp,91,92,TE,TE,NO,28873644,17,15,11,116,6.8,10.6,1,0,10,0.6,2026
Sam Roush,92,82,TE,TE,CHI,28877184,17,13,10,111,6.5,11.1,1,0,10,0.6,2026
Justin Joly,93,90,TE,TE,DEN,28927892,17,15,12,105,6.2,8.8,1,0,10,0.6,2026
Dallen Bentley,94,95,TE,TE,DEN,29164633,17,15,12,105,6.2,8.8,1,0,10,0.6,2026
Cole Turner,95,83,TE,TE,MIA,2961855,17,12,9,88,5.2,9.8,1,0,10,0.6,2026
Jared Wiley,96,94,TE,TE,KC,3123819,17,14,11,96,5.6,8.7,1,0,10,0.6,2026
Rivaldo Fairweather,97,85,TE,TE,ARI,3165468,17,15,12,109,6.4,9.1,1,0,10,0.6,2026
Drake Dabney,98,99,TE,TE,GB,3168310,17,12,10,95,5.6,9.5,1,0,10,0.6,2026
Matthew Hibner,99,89,TE,TE,BAL,3169490,17,11,8,97,5.7,12.1,1,0,10,0.6,2026
Joe Royer,100,98,TE,TE,CLE,3169621,17,13,10,96,5.6,9.6,1,0,10,0.6,2026
