name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,3,1.29,0.55,17298
Drake Maye,2,QB,NE,QB2,1,1,7,2.33,1.28,23046
Jayden Daniels,3,QB,WAS,QB3,1,3,12,5.48,3.14,22902
Ja'Marr Chase,4,WR,CIN,WR1,1,1,9,5.95,2.15,19788
Lamar Jackson,5,QB,BAL,QB4,1,3,27,6.24,5.18,17233
Jaxon Smith-Njigba,6,WR,SEA,WR2,2,2,15,8.76,2.93,23070
Joe Burrow,7,QB,CIN,QB5,2,3,25,9.38,6.19,19196
Puka Nacua,8,WR,LAR,WR3,2,5,18,9.57,3.55,23180
Bijan Robinson,9,RB,ATL,RB1,2,4,18,10.48,4.58,23133
Caleb Williams,10,QB,CHI,QB6,2,4,42,11.48,9.63,23084
Jahmyr Gibbs,11,RB,DET,RB2,2,5,19,11.90,4.66,22968
Justin Herbert,12,QB,LAC,QB7,3,6,28,13.38,7.33,18635
Patrick Mahomes II,13,QB,KC,QB8,3,7,24,14.38,4.78,16413
Jalen Hurts,14,QB,PHI,QB9,3,5,27,15.43,6.37,19275
Justin Jefferson,15,WR,MIN,WR4,3,10,26,16.43,4.30,19236
Amon-Ra St. Brown,16,WR,DET,WR5,3,9,26,16.90,5.09,19799
CeeDee Lamb,17,WR,DAL,WR6,3,11,30,18.95,4.76,19202
Trevor Lawrence,18,QB,JAC,QB10,3,12,43,19.48,8.14,19780
Ashton Jeanty,19,RB,LV,RB3,3,11,31,19.95,5.08,25989
Malik Nabers,20,WR,NYG,WR7,3,10,33,21.38,6.83,25409
Drake London,21,WR,ATL,WR8,4,13,29,22.43,4.47,23163
Jeremiyah Love,22,RB,ARI,RB4,4,13,33,24.24,5.20,25403
Brock Purdy,23,QB,SF,QB11,4,14,46,24.33,9.78,19797
Jaxson Dart,24,QB,NYG,QB12,4,13,52,25.86,11.96,23160
De'Von Achane,25,RB,MIA,RB5,4,20,34,26.14,3.99,23136
Omarion Hampton,26,RB,LAC,RB6,4,18,36,27.19,5.54,25395
Bo Nix,27,QB,DEN,QB13,4,14,61,27.52,12.32,22910
Brock Bowers,28,TE,LV,TE1,4,11,44,29.38,9.88,22955
Tetairoa McMillan,29,WR,CAR,WR9,4,22,37,30.43,3.96,25417
Dak Prescott,30,QB,DAL,QB14,4,17,56,31.71,11.65,15600
James Cook III,31,RB,BUF,RB7,4,21,43,32.00,5.49,22958
Nico Collins,32,WR,HOU,WR10,5,22,42,34.29,4.59,20130
Jordan Love,33,QB,GB,QB15,5,20,67,34.48,12.54,19246
Jonathan Taylor,34,RB,IND,RB8,5,23,50,34.62,7.23,19217
Trey McBride,35,TE,ARI,TE2,5,16,59,36.38,11.85,22936
Emeka Egbuka,36,WR,TB,WR11,5,28,55,36.38,6.83,23062
George Pickens,37,WR,DAL,WR12,5,25,58,36.48,7.40,22963
Chris Olave,38,WR,NO,WR13,5,34,49,39.67,4.05,20111
