name,Rank,source_rank,position,source_position,team,source_player_id,games_played,targets,receptions,receiving_yards,receiving_yards_per_game,receiving_average,receiving_touchdowns,fumbles_lost,projected_fantasy_points,projected_fantasy_points_per_game,season
Trey McBride,1,1,TE,TE,ARI,2963385,17,153,115,1127,66.3,9.8,8,0,152,8.9,2026
Colston Loveland,2,2,TE,TE,CHI,28874696,17,130,85,1053,61.9,12.4,8,0,145,8.5,2026
Harold Fannin Jr.,3,3,TE,TE,CLE,28900882,17,131,87,888,52.2,10.2,9,1,139,8.2,2026
George Kittle,4,4,TE,TE,SF,2818265,17,101,83,970,57.1,11.7,8,0,137,8.1,2026
Dallas Goedert,5,5,TE,TE,PHI,2132551,17,92,67,717,42.2,10.7,11,0,136,8,2026
Tucker Kraft,6,6,TE,TE,GB,3133332,17,75,56,801,47.1,14.3,10,0,132,7.8,2026
Tyler Warren,7,7,TE,TE,IND,3168800,17,107,72,886,52.1,12.3,6,0,123,7.2,2026
Mark Andrews,8,8,TE,TE,BAL,2131121,17,86,61,608,35.8,10,10,0,119,7,2026
Isaiah Likely,9,9,TE,TE,NYG,2961906,17,91,67,869,51.1,13,7,2,118,6.9,2026
Sam LaPorta,10,10,TE,TE,DET,3124197,17,90,72,880,51.8,12.2,6,0,116,6.8,2026
Brock Bowers,11,11,TE,TE,LV,26693971,15,102,76,790,52.7,10.4,7,0,112,7.5,2026
Dalton Kincaid,12,12,TE,TE,BUF,2982991,17,83,60,793,46.6,13.2,7,0,112,6.6,2026
Kyle Pitts,13,13,TE,TE,ATL,2964514,17,103,74,825,48.5,11.2,6,0,109,6.4,2026
Travis Kelce,14,14,TE,TE,KC,1725130,17,112,80,819,48.2,10.2,5,0,103,6.1,2026
Brenton Strange,15,15,TE,TE,JAC,3121696,17,95,70,789,46.4,11.3,5,0,100,5.9,2026
Juwan Johnson,16,16,TE,TE,NO,2186637,17,93,70,860,50.6,12.3,4,2,98,5.8,2026
Jake Ferguson,17,17,TE,TE,DAL,2867159,17,99,77,633,37.2,8.2,7,2,93,5.5,2026
Hunter Henry,18,18,TE,TE,NE,2079848,16,77,53,663,41.4,12.5,5,0,89,5.6,2026
Cade Otton,19,19,TE,TE,TB,2815179,17,95,69,723,42.5,10.5,4,0,88,5.2,2026
Dalton Schultz,20,20,TE,TE,HOU,2136748,17,95,72,694,40.8,9.6,4,0,85,5,2026
Kenyon Sadiq,21,21,TE,TE,NYJ,29125433,17,70,47,528,31.1,11.2,6,1,80,4.7,2026
Greg Dulcich,22,22,TE,TE,MIA,2964274,17,78,59,675,39.7,11.4,4,2,78,4.6,2026
Terrance Ferguson,23,23,TE,TE,LAR,26701481,17,58,29,528,31.1,18.2,5,0,76,4.5,2026
A. Barner,24,24,TE,TE,SEA,3169283,16,55,43,430,26.9,10,6,0,76,4.8,2026
Darren Waller,25,25,TE,TE,CAR,1850793,17,65,46,485,28.5,10.5,6,0,75,4.4,2026
Pat Freiermuth,26,26,TE,TE,PIT,2961270,17,61,46,519,30.5,11.3,5,0,74,4.4,2026
Colby Parkinson,27,27,TE,TE,LAR,2867522,17,58,41,447,26.3,10.9,6,0,72,4.2,2026
Chigoziem Okonkwo,28,28,TE,TE,WAS,2965208,17,72,52,623,36.6,12,3,0,71,4.2,2026
David Njoku,29,30,TE,TE,LAC,2136474,17,63,43,406,23.9,9.4,6,0,68,4,2026
T.J. Hockenson,30,29,TE,TE,MIN,2251097,17,73,55,523,30.8,9.5,4,0,68,4,2026
Tyler Higbee,31,31,TE,TE,LAR,1853103,17,58,40,497,29.2,12.4,4,0,65,3.8,2026
Mike Gesicki,32,32,TE,TE,CIN,2139298,17,68,49,541,31.8,11,3,0,64,3.8,2026
Mason Taylor,33,33,TE,TE,NYJ,28878064,17,86,58,476,28,8.2,4,0,63,3.7,2026
Oronde Gadsden II,34,34,TE,TE,LAC,26727374,17,53,38,533,31.4,14,3,1,62,3.6,2026
Evan Engram,35,35,TE,TE,DEN,2079887,17,85,56,478,28.1,8.5,3,0,57,3.4,2026
Theo Johnson,36,36,TE,TE,NYG,3162129,17,56,35,415,24.4,11.9,4,0,57,3.4,2026
Dawson Knox,37,37,TE,TE,BUF,2186345,17,49,36,410,24.1,11.4,3,0,51,3,2026
Gunnar Helm,38,39,TE,TE,TEN,26696189,17,55,45,376,22.1,8.4,3,0,48,2.8,2026
Charlie Kolar,39,38,TE,TE,LAC,2866273,17,36,25,331,19.5,13.2,4,0,48,2.8,2026
Jonnu Smith,40,41,TE,TE,GB,2081506,17,38,28,257,15.1,9.2,3,0,45,2.6,2026
Brock Wright,41,40,TE,TE,DET,2807423,17,51,34,302,17.8,8.9,4,0,45,2.6,2026
Eli Raridon,42,42,TE,TE,NE,28924611,16,39,28,301,18.8,10.8,4,1,43,2.7,2026
Daniel Bellinger,43,43,TE,TE,TEN,2963615,17,35,26,334,19.6,12.9,3,0,42,2.5,2026
Michael Mayer,44,44,TE,TE,LV,3171673,17,65,44,388,22.8,8.8,2,0,42,2.5,2026
Josh Oliver,45,45,TE,TE,MIN,2184618,17,28,22,248,14.6,11.3,4,0,40,2.4,2026
Will Kacmarek,46,47,TE,TE,MIA,26717403,17,52,35,328,19.3,9.4,3,1,40,2.4,2026
Darnell Washington,47,46,TE,TE,PIT,3163963,17,49,35,385,22.6,11,2,1,40,2.4,2026
Noah Fant,48,48,TE,TE,NO,2251095,17,54,43,417,24.5,9.7,2,3,39,2.3,2026
Marlin Klein,49,49,TE,TE,HOU,28927889,17,51,35,353,20.8,10.1,2,1,37,2.2,2026
Eli Stowers,50,50,TE,TE,PHI,26696120,17,46,31,326,19.2,10.5,2,1,34,2,2026
Erick All,51,51,TE,TE,CIN,3121555,17,43,36,302,17.8,8.4,2,0,33,1.9,2026
Adam Trautman,52,52,TE,TE,DEN,2182228,17,36,27,281,16.5,10.4,2,0,31,1.8,2026
Davis Allen,53,53,TE,TE,LAR,3123267,17,37,26,240,14.1,9.2,2,0,28,1.6,2026
Cole Kmet,54,54,TE,TE,CHI,2868619,17,32,22,224,13.2,10.2,2,0,27,1.6,2026
Nate Boerkircher,55,55,TE,TE,JAC,3162867,17,32,22,240,14.1,10.9,2,1,26,1.5,2026
Tommy Tremble,56,56,TE,TE,CAR,2969027,17,31,23,214,12.6,9.3,2,0,25,1.5,2026
Austin Hooper,57,57,TE,TE,ATL,2067004,17,32,23,256,15.1,11.1,1,0,24,1.4,2026
Jeremy Ruckert,58,58,TE,TE,NYJ,2965446,17,36,27,195,11.5,7.2,2,0,24,1.4,2026
Connor Heyward,59,59,TE,FB,LV,2867599,17,19,15,104,6.1,6.9,2,0,23,1.4,2026
John Bates,60,61,TE,TE,WAS,2257291,17,30,20,202,11.9,10.1,2,1,22,1.3,2026
Nate Adkins,61,60,TE,TE,DEN,2977285,17,23,16,108,6.4,6.8,3,0,22,1.3,2026
Elijah Higgins,62,62,TE,TE,ARI,3122914,17,28,23,224,13.2,9.7,1,1,19,1.1,2026
Charlie Woerner,63,65,TE,TE,ATL,2248629,17,29,23,196,11.5,8.5,1,0,18,1.1,2026
Mitchell Evans,64,64,TE,TE,CAR,26693662,17,22,16,148,8.7,9.3,2,0,18,1.1,2026
Ja'Tavion Sanders,65,63,TE,TE,CAR,26731381,17,30,25,197,11.6,7.9,1,0,18,1.1,2026
Foster Moreau,66,66,TE,TE,HOU,2180634,17,15,11,132,7.8,12,2,0,17,1,2026
Ben Sinnott,67,67,TE,TE,WAS,3168647,17,13,11,121,7.1,11,2,0,17,1,2026
Jackson Hawes,68,68,TE,TE,BUF,3135324,17,12,10,113,6.6,11.3,2,0,16,0.9,2026
Andrew Ogletree,69,69,TE,TE,IND,26725942,17,13,9,79,4.6,8.8,2,0,15,0.9,2026
Grant Calcaterra,70,71,TE,TE,PHI,2804129,13,23,17,175,13.5,10.3,1,0,15,1.2,2026
Luke Musgrave,71,70,TE,TE,GB,3129283,12,24,18,182,15.2,10.1,1,0,15,1.3,2026
Noah Gray,72,72,TE,TE,KC,2866903,17,24,16,144,8.5,9,1,0,12,0.7,2026
Jack Endries,73,75,TE,TE,CIN,28916552,17,16,13,123,7.2,9.5,1,0,11,0.6,2026
Max Klare,74,76,TE,TE,LAR,28921209,16,14,11,119,7.4,10.8,1,0,11,0.7,2026
Luke Schoonmaker,75,74,TE,TE,DAL,2968473,17,22,15,133,7.8,8.9,1,0,11,0.6,2026
Cade Stover,76,73,TE,TE,HOU,3125978,17,20,14,113,6.6,8.1,1,0,11,0.6,2026
Drew Sample,77,93,TE,TE,CIN,2139646,17,15,13,100,5.9,7.7,1,0,10,0.6,2026
Kylen Granson,78,96,TE,TE,TEN,2247146,17,17,10,86,5.1,8.6,1,0,10,0.6,2026
Ian Thomas,79,83,TE,TE,LV,2253359,17,10,10,87,5.1,8.7,1,0,10,0.6,2026
Seydou Traore,80,88,TE,TE,MIA,26696643,17,12,9,88,5.2,9.8,1,0,10,0.6,2026
Thomas Fidone II,81,86,TE,TE,NYG,26699695,17,13,10,100,5.9,10,1,0,10,0.6,2026
Elijah Arroyo,82,95,TE,TE,SEA,26700496,16,17,10,108,6.8,10.8,1,0,10,0.6,2026
Josh Cuevas,83,91,TE,TE,BAL,26706410,17,11,8,97,5.7,12.1,1,0,10,0.6,2026
Bauer Sharp,84,78,TE,TE,TB,26730919,17,14,11,112,6.6,10.2,1,0,10,0.6,2026
Hunter Long,85,94,TE,TE,ARI,2867428,17,17,12,88,5.2,7.3,1,0,10,0.6,2026
Jake Tonges,86,85,TE,TE,SF,2870660,17,16,12,103,6.1,8.6,1,0,10,0.6,2026
Oscar Delp,87,81,TE,TE,NO,28873644,17,15,11,115,6.8,10.5,1,0,10,0.6,2026
Tanner Koziol,88,80,TE,TE,JAC,28874303,17,13,10,111,6.5,11.1,1,0,10,0.6,2026
Sam Roush,89,77,TE,TE,CHI,28877184,17,13,10,111,6.5,11.1,1,0,10,0.6,2026
Justin Joly,90,79,TE,TE,MIA,28927892,17,12,9,88,5.2,9.8,1,0,10,0.6,2026
Dallen Bentley,91,87,TE,TE,DEN,29164633,17,15,12,104,6.1,8.7,1,0,10,0.6,2026
Brevyn Spann-Ford,92,84,TE,TE,DAL,2961760,17,16,11,108,6.4,9.8,1,0,10,0.6,2026
Josh Whyle,93,90,TE,TE,GB,2962513,17,12,10,86,5.1,8.6,1,0,10,0.6,2026
Payne Durham,94,89,TE,TE,TB,2968469,17,16,9,96,5.6,10.7,1,0,10,0.6,2026
Jared Wiley,95,92,TE,TE,KC,3123819,17,14,11,96,5.6,8.7,1,0,10,0.6,2026
Matthew Hibner,96,82,TE,TE,BAL,3169490,17,11,8,97,5.7,12.1,1,0,10,0.6,2026
Durham Smythe,97,98,TE,TE,BAL,2082845,17,13,8,79,4.6,9.9,1,0,9,0.5,2026
Chris Manhertz,98,97,TE,TE,NYG,2167520,17,12,8,84,4.9,10.5,1,0,9,0.5,2026
K. Kieft,99,99,TE,TE,TB,2239763,17,10,8,81,4.8,10.1,1,0,9,0.5,2026
Will Mallory,100,100,TE,TE,IND,2962073,13,10,8,97,7.5,12.1,1,0,8,0.6,2026
