name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,2,1.03,0.17,17298
Lamar Jackson,2,QB,BAL,QB2,1,1,7,2.72,1.16,17233
Drake Maye,3,QB,NE,QB3,1,2,18,3.61,2.15,23046
Joe Burrow,4,QB,CIN,QB4,1,2,18,4.89,2.39,19196
Jayden Daniels,5,QB,WAS,QB5,2,2,29,6.98,4.89,22902
Jalen Hurts,6,QB,PHI,QB6,2,3,17,7.25,3.21,19275
Ja'Marr Chase,7,WR,CIN,WR1,2,4,14,7.29,2.36,19788
Caleb Williams,8,QB,CHI,QB7,2,2,19,9.98,4.59,23084
Jahmyr Gibbs,9,RB,DET,RB1,2,2,15,10.47,2.34,22968
Puka Nacua,10,WR,LAR,WR2,2,6,21,11.22,3.04,23180
Justin Herbert,11,QB,LAC,QB8,2,4,30,11.61,5.66,18635
Bijan Robinson,12,RB,ATL,RB2,2,3,37,11.94,3.21,23133
Jaxon Smith-Njigba,13,WR,SEA,WR3,3,6,41,13.16,3.97,23070
Amon-Ra St. Brown,14,WR,DET,WR4,3,11,24,13.90,2.52,19799
Trevor Lawrence,15,QB,JAC,QB9,3,4,30,14.83,5.83,19780
Dak Prescott,16,QB,DAL,QB10,3,4,32,15.20,5.97,15600
Christian McCaffrey,17,RB,SF,RB3,3,13,46,20.74,8.77,16393
CeeDee Lamb,18,WR,DAL,WR5,3,12,43,20.85,4.26,19202
Justin Jefferson,19,WR,MIN,WR6,3,11,47,21.37,4.48,19236
Brock Purdy,20,QB,SF,QB11,4,8,55,22.26,7.36,19797
Jaxson Dart,21,QB,NYG,QB12,4,7,55,24.34,9.04,23160
Bo Nix,22,QB,DEN,QB13,4,9,55,25.14,7.43,22910
Drake London,23,WR,ATL,WR7,4,20,47,25.18,4.98,23163
Jonathan Taylor,24,RB,IND,RB4,4,15,48,25.73,8.99,19217
Patrick Mahomes II,25,QB,KC,QB14,4,9,50,26.79,7.79,16413
