name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,3,1.30,0.56,17298
Drake Maye,2,QB,NE,QB2,1,1,7,2.35,1.31,23046
Jayden Daniels,3,QB,WAS,QB3,1,3,12,5.60,3.17,22902
Ja'Marr Chase,4,WR,CIN,WR1,1,1,9,5.90,2.12,19788
Lamar Jackson,5,QB,BAL,QB4,1,3,27,6.30,5.30,17233
Jaxon Smith-Njigba,6,WR,SEA,WR2,2,2,15,8.75,2.95,23070
Joe Burrow,7,QB,CIN,QB5,2,3,25,9.55,6.29,19196
Puka Nacua,8,WR,LAR,WR3,2,5,18,9.60,3.64,23180
Bijan Robinson,9,RB,ATL,RB1,2,4,18,10.10,4.37,23133
Caleb Williams,10,QB,CHI,QB6,2,4,42,11.50,9.87,23084
Jahmyr Gibbs,11,RB,DET,RB2,2,5,19,11.60,4.57,22968
Justin Herbert,12,QB,LAC,QB7,3,6,28,13.80,7.31,18635
Patrick Mahomes II,13,QB,KC,QB8,3,7,24,14.40,4.90,16413
Jalen Hurts,14,QB,PHI,QB9,3,5,27,15.60,6.20,19275
Justin Jefferson,15,WR,MIN,WR4,3,10,26,16.15,4.22,19236
Amon-Ra St. Brown,16,WR,DET,WR5,3,9,26,16.95,5.21,19799
CeeDee Lamb,17,WR,DAL,WR6,3,11,30,18.85,4.85,19202
Ashton Jeanty,18,RB,LV,RB3,3,11,31,19.80,5.15,25989
Trevor Lawrence,19,QB,JAC,QB10,3,12,43,20.20,8.05,19780
Malik Nabers,20,WR,NYG,WR7,3,10,33,20.95,6.79,25409
Drake London,21,WR,ATL,WR8,4,13,29,22.20,4.52,23163
Jeremiyah Love,22,RB,ARI,RB4,4,13,33,24.20,5.31,25403
Brock Purdy,23,QB,SF,QB11,4,15,46,24.85,9.73,19797
De'Von Achane,24,RB,MIA,RB5,4,20,34,26.05,3.84,23136
Jaxson Dart,25,QB,NYG,QB12,4,13,52,26.25,12.04,23160
Omarion Hampton,26,RB,LAC,RB6,4,18,36,27.20,5.67,25395
Bo Nix,27,QB,DEN,QB13,4,14,61,27.90,12.43,22910
Brock Bowers,28,TE,LV,TE1,4,11,44,28.95,9.93,22955
Tetairoa McMillan,29,WR,CAR,WR9,4,22,37,30.45,4.06,25417
Dak Prescott,30,QB,DAL,QB14,4,17,56,32.35,11.63,15600
James Cook III,31,RB,BUF,RB7,4,21,43,32.40,5.95,22958
Nico Collins,32,WR,HOU,WR10,5,22,42,34.25,4.68,20130
Jonathan Taylor,33,RB,IND,RB8,5,23,50,34.60,7.38,19217
Jordan Love,34,QB,GB,QB15,5,20,67,34.95,12.63,19246
Trey McBride,35,TE,ARI,TE2,5,16,59,36.00,12.02,22936
George Pickens,36,WR,DAL,WR11,5,25,58,36.45,7.60,22963
Emeka Egbuka,37,WR,TB,WR12,5,28,55,36.45,7.04,23062
Chris Olave,38,WR,NO,WR13,5,34,49,39.60,4.18,20111
Carnell Tate,39,WR,TEN,WR14,5,25,55,39.90,7.43,26009
Garrett Wilson,40,WR,NYJ,WR15,5,26,49,40.95,5.71,23072
Kenneth Walker III,41,RB,KC,RB9,5,30,64,41.10,8.66,23021
Ladd McConkey,42,WR,LAC,WR16,5,33,59,44.25,6.39,26122
Breece Hall,43,RB,NYJ,RB10,5,29,73,46.10,10.49,22982
Colston Loveland,44,TE,CHI,TE3,5,22,68,48.10,13.32,26006
A.J. Brown,45,WR,NE,WR17,5,33,66,48.15,8.35,18218
DeVonta Smith,46,WR,PHI,WR18,6,34,60,49.45,6.42,19222
Luther Burden III,47,WR,CHI,WR19,6,36,70,49.45,10.05,27016
Jordyn Tyson,48,WR,NO,WR20,6,36,67,49.95,7.38,26035
Zay Flowers,49,WR,BAL,WR21,6,35,77,50.05,9.74,22916
