name,Rank,position,team,position_rank,tier,rank_min,rank_max,rank_ave,rank_std,source_player_id
Josh Allen,1,QB,BUF,QB1,1,1,3,1.27,0.54,17298
Drake Maye,2,QB,NE,QB2,1,1,7,2.32,1.26,23046
Jayden Daniels,3,QB,WAS,QB3,1,3,12,5.36,3.11,22902
Ja'Marr Chase,4,WR,CIN,WR1,1,1,9,6.05,2.14,19788
Lamar Jackson,5,QB,BAL,QB4,1,3,27,6.14,5.08,17233
Jaxon Smith-Njigba,6,WR,SEA,WR2,2,2,15,8.77,2.86,23070
Joe Burrow,7,QB,CIN,QB5,2,3,25,9.27,6.07,19196
Puka Nacua,8,WR,LAR,WR3,2,5,18,9.59,3.47,23180
Bijan Robinson,9,RB,ATL,RB1,2,4,18,10.82,4.74,23133
Caleb Williams,10,QB,CHI,QB6,2,4,42,11.18,9.51,23084
Jahmyr Gibbs,11,RB,DET,RB2,2,5,19,12.23,4.79,22968
Justin Herbert,12,QB,LAC,QB7,3,6,28,13.05,7.33,18635
Patrick Mahomes II,13,QB,KC,QB8,3,7,24,14.23,4.72,16413
Jalen Hurts,14,QB,PHI,QB9,3,5,27,15.27,6.26,19275
Justin Jefferson,15,WR,MIN,WR4,3,10,26,16.64,4.31,19236
Amon-Ra St. Brown,16,WR,DET,WR5,3,9,26,16.86,4.98,19799
CeeDee Lamb,17,WR,DAL,WR6,3,11,30,19.09,4.69,19202
Trevor Lawrence,18,QB,JAC,QB10,3,12,43,19.18,8.07,19780
Ashton Jeanty,19,RB,LV,RB3,3,11,31,20.09,5.00,25989
Malik Nabers,20,WR,NYG,WR7,4,10,34,21.77,7.02,25409
Drake London,21,WR,ATL,WR8,4,13,29,22.73,4.57,23163
Brock Purdy,22,QB,SF,QB11,4,14,46,23.91,9.75,19797
Jeremiyah Love,23,RB,ARI,RB4,4,13,33,24.41,5.14,25403
Jaxson Dart,24,QB,NYG,QB12,4,13,52,25.32,11.94,23160
De'Von Achane,25,RB,MIA,RB5,4,20,34,26.18,3.90,23136
Bo Nix,26,QB,DEN,QB13,4,14,61,27.05,12.24,22910
Omarion Hampton,27,RB,LAC,RB6,4,18,36,27.36,5.47,25395
Brock Bowers,28,TE,LV,TE1,4,11,44,29.77,9.82,22955
Tetairoa McMillan,29,WR,CAR,WR9,4,22,37,30.36,3.83,25417
Dak Prescott,30,QB,DAL,QB14,4,17,56,31.14,11.67,15600
James Cook III,31,RB,BUF,RB7,4,21,43,32.05,5.36,22958
Jordan Love,32,QB,GB,QB15,4,20,67,32.86,12.07,19246
Nico Collins,33,WR,HOU,WR10,5,22,42,34.14,4.57,20130
Jonathan Taylor,34,RB,IND,RB8,5,23,50,34.64,7.09,19217
Emeka Egbuka,35,WR,TB,WR11,5,28,55,36.23,6.71,23062
George Pickens,36,WR,DAL,WR12,5,25,58,36.41,7.24,22963
Trey McBride,37,TE,ARI,TE2,5,16,59,36.73,11.69,22936
Chris Olave,38,WR,NO,WR13,5,34,49,39.55,4.00,20111
Carnell Tate,39,WR,TEN,WR14,5,25,55,39.95,7.08,26009
Kenneth Walker III,40,RB,KC,RB9,5,30,64,40.86,8.28,23021
Garrett Wilson,41,WR,NYJ,WR15,5,26,49,41.59,5.72,23072
Ladd McConkey,42,WR,LAC,WR16,5,33,59,43.86,6.25,26122
Breece Hall,43,RB,NYJ,RB10,5,29,73,46.68,10.69,22982
A.J. Brown,44,WR,NE,WR17,5,33,66,47.77,8.07,18218
Colston Loveland,45,TE,CHI,TE3,6,22,68,48.91,13.12,26006
DeVonta Smith,46,WR,PHI,WR18,6,34,60,48.95,6.39,19222
Luther Burden III,47,WR,CHI,WR19,6,36,70,49.14,9.63,27016
Zay Flowers,48,WR,BAL,WR20,6,35,77,49.91,9.36,22916
Jordyn Tyson,49,WR,NO,WR21,6,36,67,50.14,7.12,26035
Jared Goff,50,QB,DET,QB16,6,24,85,50.55,17.95,15501
Chase Brown,51,RB,CIN,RB11,6,37,65,53.73,7.10,25324
Makai Lemon,52,WR,PHI,WR22,6,37,81,55.14,9.69,25420
Tee Higgins,53,WR,CIN,WR23,6,40,72,55.23,9.21,19211
Jaylen Waddle,54,WR,DEN,WR24,6,40,69,56.09,6.73,19790
Fernando Mendoza,55,QB,LV,QB17,6,25,95,56.59,17.45,28013
Baker Mayfield,56,QB,TB,QB18,6,24,78,57.45,14.59,17237
Rashee Rice,57,WR,KC,WR25,6,37,88,57.77,14.00,23113
Tyler Warren,58,TE,IND,TE4,6,39,70,57.77,7.10,26434
Rome Odunze,59,WR,CHI,WR26,6,44,81,59.41,9.91,25411
Cam Ward,60,QB,TEN,QB19,6,34,87,59.82,14.24,24755
TreVeyon Henderson,61,RB,NE,RB12,6,48,85,62.05,9.86,23065
C.J. Stroud,62,QB,HOU,QB20,6,25,104,62.68,23.73,23071
Quinshon Judkins,63,RB,CLE,RB13,6,46,93,64.14,11.71,25391
Tucker Kraft,64,TE,GB,TE5,6,53,82,64.73,6.33,25298
Saquon Barkley,65,RB,PHI,RB14,6,39,78,64.77,10.38,17240
Marvin Harrison Jr.,66,WR,ARI,WR27,6,46,83,65.27,11.07,23064
Christian McCaffrey,67,RB,SF,RB15,6,38,78,65.45,10.36,16393
Jameson Williams,68,WR,DET,WR28,7,50,86,66.73,8.54,23677
Harold Fannin Jr.,69,TE,CLE,TE6,7,59,86,67.41,5.70,27050
Tyler Shough,70,QB,NO,QB21,7,38,95,68.91,16.49,23096
Brian Thomas Jr.,71,WR,JAC,WR29,7,48,85,70.09,10.68,23000
Kyren Williams,72,RB,LAR,RB16,7,42,92,70.91,10.84,23059
Sam LaPorta,73,TE,DET,TE7,7,65,81,72.18,4.40,22978
Kyler Murray,74,QB,MIN,QB22,7,56,103,72.50,14.52,18600
Travis Etienne Jr.,75,RB,NO,RB17,7,62,83,74.59,5.07,19231
Kyle Pitts Sr.,76,TE,ATL,TE8,7,63,96,75.55,8.66,20164
Cam Skattebo,77,RB,NYG,RB18,7,59,95,78.59,7.59,27166
Sam Darnold,78,QB,SEA,QB23,7,40,94,79.14,14.42,17236
Bucky Irving,79,RB,TB,RB19,7,58,101,79.18,11.49,25981
KC Concepcion,80,WR,CLE,WR30,7,55,112,79.55,12.07,27331
Christian Watson,81,WR,GB,WR31,7,58,107,81.05,12.11,23886
Javonte Williams,82,RB,DAL,RB20,7,62,100,81.68,9.90,22739
Malik Willis,83,QB,MIA,QB24,7,41,135,82.64,22.93,23499
Jadarian Price,84,RB,SEA,RB21,7,62,101,83.00,9.76,27329
Terry McLaurin,85,WR,WAS,WR32,7,78,99,87.77,5.95,18466
Alec Pierce,86,WR,IND,WR33,8,68,112,88.64,10.64,23791
Matthew Stafford,87,QB,LAR,QB25,8,50,116,88.86,14.81,9451
DJ Moore,88,WR,BUF,WR34,8,72,107,89.18,10.31,17265
Kenyon Sadiq,89,TE,NYJ,TE9,8,74,130,89.95,15.97,26055
Derrick Henry,90,RB,BAL,RB22,8,71,111,92.64,11.32,15514
Josh Jacobs,91,RB,GB,RB23,8,66,113,92.73,13.14,18269
Bryce Young,92,QB,CAR,QB26,8,54,161,93.50,19.21,22900
Daniel Jones,93,QB,IND,QB27,8,66,122,94.59,10.71,18232
Jordan Addison,94,WR,MIN,WR35,8,79,112,94.64,9.13,23107
DK Metcalf,95,WR,PIT,WR36,8,74,109,95.64,8.73,18219
Bhayshul Tuten,96,RB,JAC,RB24,8,78,112,97.18,10.52,27297
Eli Stowers,97,TE,PHI,TE10,8,73,126,99.55,16.63,23144
Omar Cooper Jr.,98,WR,NYJ,WR37,8,76,136,100.14,17.61,28127
Michael Wilson,99,WR,ARI,WR38,8,77,129,102.45,11.22,25333
D'Andre Swift,100,RB,CHI,RB25,8,93,115,104.32,5.55,19210
Parker Washington,101,WR,JAC,WR39,8,75,142,106.27,15.51,23106
Wan'Dale Robinson,102,WR,TEN,WR40,8,85,125,106.55,10.05,22985
Ty Simpson,103,QB,LAR,QB28,8,90,146,106.77,16.56,25368
Ricky Pearsall,104,WR,SF,WR41,8,87,122,106.86,9.46,26214
Dalton Kincaid,105,TE,BUF,TE11,8,89,130,108.45,12.05,25247
Oronde Gadsden II,106,TE,LAC,TE12,8,82,164,108.91,21.52,25997
Isaiah Likely,107,TE,NYG,TE13,8,79,148,109.91,21.15,23781
Davante Adams,108,WR,LAR,WR42,8,81,129,110.00,12.36,12123
Josh Downs,109,WR,IND,WR43,8,91,143,110.41,10.36,24706
David Montgomery,110,RB,HOU,RB26,8,93,132,110.64,10.12,18239
Mike Evans,111,WR,SF,WR44,8,85,126,110.73,9.00,12119
Jayden Higgins,112,WR,HOU,WR45,8,96,157,111.86,14.45,27077
Michael Pittman Jr.,113,WR,PIT,WR46,8,91,130,112.36,8.41,19278
Courtland Sutton,114,WR,DEN,WR47,8,95,133,112.86,9.62,17253
Jake Ferguson,115,TE,DAL,TE14,8,86,135,113.00,14.56,22718
George Kittle,116,TE,SF,TE15,8,80,134,114.23,16.85,16499
Denzel Boston,117,WR,CLE,WR48,8,95,135,115.23,11.54,27339
RJ Harvey,118,RB,DEN,RB27,9,97,144,117.09,12.64,27142
Xavier Worthy,119,WR,KC,WR49,9,84,149,117.59,14.82,23019
